ProductID,StoreID,Date,QuantitySold,StockLevel,StockPoints,MissingPoints
391,23,2024-04-14,42,64,64,0
798,10,2024-05-17,9,49,49,0
546,47,2024-06-06,15,3,3,12
961,35,2024-05-27,40,99,99,0
145,30,2024-07-23,25,71,71,0
678,53,2024-05-03,5,88,88,0
915,91,2024-07-25,11,91,91,0
796,22,2024-11-10,34,51,51,0
730,90,2024-09-09,24,99,99,0
374,50,2024-03-08,15,99,99,0
950,3,2024-05-26,38,42,42,0
554,75,2024-03-16,8,45,45,0
556,9,2024-12-08,5,3,3,2
124,45,2024-08-26,48,12,12,36
6,12,2024-12-01,26,37,37,0
597,81,2024-03-26,18,44,44,0
538,99,2024-12-25,6,24,24,0
947,47,2024-01-30,37,66,66,0
305,83,2024-01-24,48,54,54,0
749,54,2024-05-13,13,95,95,0
904,74,2024-05-10,28,38,38,0
344,96,2024-04-08,5,64,64,0
413,1,2024-02-07,13,74,74,0
646,32,2024-05-26,17,1,1,16
513,34,2024-12-09,40,68,68,0
161,51,2024-06-06,45,85,85,0
221,88,2024-11-04,32,61,61,0
835,76,2024-03-18,29,45,45,0
195,44,2024-03-24,3,76,76,0
182,24,2024-12-17,40,86,86,0
800,2,2024-05-06,34,30,30,4
853,18,2024-01-23,40,98,98,0
852,62,2024-09-22,27,34,34,0
933,30,2024-07-27,13,44,44,0
995,49,2024-05-15,45,76,76,0
462,81,2024-04-10,33,53,53,0
550,95,2024-02-21,6,70,70,0
291,21,2024-11-08,24,68,68,0
68,86,2024-07-23,19,28,28,0
99,29,2024-06-15,16,71,71,0
726,68,2024-05-04,40,7,7,33
488,37,2024-10-06,28,53,53,0
331,20,2024-12-27,33,6,6,27
129,61,2024-03-31,48,82,82,0
656,29,2024-08-16,41,22,22,19
101,8,2024-01-14,13,99,99,0
620,67,2024-07-31,43,31,31,12
901,3,2024-08-20,45,61,61,0
318,33,2024-11-22,25,44,44,0
451,32,2024-02-26,42,67,67,0
617,53,2024-11-11,36,29,29,7
306,51,2024-01-27,27,38,38,0
585,17,2024-06-22,38,4,4,34
566,30,2024-02-13,7,66,66,0
365,93,2024-05-08,5,21,21,0
317,45,2024-03-11,43,27,27,16
429,24,2024-12-09,45,21,21,24
5,50,2024-03-29,31,85,85,0
247,26,2024-09-16,23,97,97,0
222,46,2024-10-17,42,28,28,14
740,50,2024-12-12,10,42,42,0
437,74,2024-10-14,32,41,41,0
841,56,2024-02-08,43,59,59,0
135,73,2024-02-18,30,76,76,0
733,100,2024-10-07,39,70,70,0
878,66,2024-10-17,31,73,73,0
463,40,2024-07-31,18,91,91,0
359,66,2024-08-17,36,67,67,0
306,84,2024-10-26,2,58,58,0
552,34,2024-09-29,14,95,95,0
176,51,2024-11-20,13,85,85,0
607,33,2024-06-02,29,83,83,0
842,72,2024-07-30,12,83,83,0
859,1,2024-06-30,39,5,5,34
141,50,2024-06-21,2,72,72,0
539,17,2024-11-12,32,27,27,5
264,17,2024-08-14,13,76,76,0
887,65,2024-05-13,46,30,30,16
77,99,2024-03-26,27,38,38,0
76,25,2024-01-09,49,49,49,0
19,73,2024-03-29,41,77,77,0
508,55,2024-11-06,17,85,85,0
32,57,2024-07-16,40,36,36,4
582,12,2024-10-08,31,87,87,0
406,69,2024-07-09,34,71,71,0
591,91,2024-10-08,24,14,14,10
907,14,2024-03-12,45,50,50,0
552,37,2024-08-05,35,69,69,0
544,9,2024-02-06,48,22,22,26
999,16,2024-03-23,6,24,24,0
473,83,2024-09-02,19,94,94,0
776,26,2024-06-21,30,45,45,0
366,43,2024-05-10,7,92,92,0
224,20,2024-10-04,10,22,22,0
773,39,2024-04-20,41,9,9,32
734,4,2024-04-01,32,72,72,0
291,89,2024-12-13,34,76,76,0
465,60,2024-06-28,28,31,31,0
511,37,2024-08-10,15,50,50,0
397,18,2024-04-02,30,40,40,0
503,5,2024-02-26,37,64,64,0
663,32,2024-05-14,29,64,64,0
848,7,2024-03-17,22,39,39,0
807,47,2024-10-10,4,17,17,0
615,72,2024-01-25,20,35,35,0
166,28,2024-01-11,32,30,30,2
515,96,2024-03-13,36,53,53,0
447,81,2024-02-26,4,62,62,0
180,72,2024-10-10,27,0,0,27
949,47,2024-12-31,17,51,51,0
660,67,2024-04-19,12,99,99,0
968,28,2024-02-18,22,56,56,0
736,36,2024-03-11,17,8,8,9
484,82,2024-12-03,10,85,85,0
359,44,2024-04-24,1,91,91,0
219,44,2024-11-03,22,89,89,0
488,52,2024-01-21,26,73,73,0
63,41,2024-02-20,18,55,55,0
370,20,2024-09-18,14,46,46,0
43,66,2024-02-07,47,2,2,45
207,17,2024-04-03,29,1,1,28
908,96,2024-04-01,12,53,53,0
362,80,2024-02-26,36,36,36,0
470,83,2024-05-15,35,55,55,0
455,45,2024-02-20,12,30,30,0
47,67,2024-02-19,7,96,96,0
981,3,2024-01-28,29,95,95,0
325,64,2024-08-16,11,11,11,0
704,55,2024-12-22,33,57,57,0
522,9,2024-01-04,6,66,66,0
830,25,2024-04-20,47,25,25,22
835,99,2024-01-29,15,77,77,0
264,53,2024-02-08,32,11,11,21
545,58,2024-09-03,11,89,89,0
174,92,2024-05-20,23,15,15,8
654,10,2024-08-10,26,52,52,0
366,76,2024-09-02,34,71,71,0
654,85,2024-06-27,46,48,48,0
836,83,2024-11-02,34,48,48,0
517,34,2024-12-26,29,91,91,0
377,41,2024-08-21,4,6,6,0
908,80,2024-11-20,17,14,14,3
517,41,2024-04-28,35,35,35,0
353,44,2024-07-09,13,71,71,0
868,91,2024-10-04,41,73,73,0
487,59,2024-10-06,39,14,14,25
483,34,2024-09-27,15,61,61,0
605,27,2024-11-27,29,17,17,12
502,40,2024-06-07,29,45,45,0
139,3,2024-10-22,11,60,60,0
166,49,2024-11-10,32,42,42,0
78,57,2024-09-11,2,43,43,0
644,80,2024-11-24,47,98,98,0
212,45,2024-11-13,14,65,65,0
187,31,2024-10-21,20,54,54,0
363,8,2024-01-11,22,85,85,0
718,90,2024-07-31,11,78,78,0
119,88,2024-08-01,27,38,38,0
231,47,2024-03-23,3,99,99,0
812,80,2024-06-03,17,4,4,13
721,13,2024-09-25,44,56,56,0
482,16,2024-01-16,28,14,14,14
479,21,2024-06-21,29,90,90,0
211,1,2024-01-28,21,15,15,6
162,71,2024-05-14,47,56,56,0
834,36,2024-02-01,16,99,99,0
23,24,2024-11-11,37,81,81,0
44,46,2024-08-24,20,98,98,0
574,88,2024-11-20,6,24,24,0
162,45,2024-12-30,19,21,21,0
630,66,2024-12-18,5,30,30,0
40,33,2024-04-13,3,33,33,0
573,19,2024-10-18,1,86,86,0
56,15,2024-01-23,38,15,15,23
259,62,2024-04-26,15,69,69,0
181,36,2024-09-08,34,58,58,0
959,59,2024-04-01,35,14,14,21
600,69,2024-02-02,49,81,81,0
564,54,2024-12-15,25,12,12,13
19,53,2024-02-29,24,23,23,1
720,56,2024-02-29,12,12,12,0
662,79,2024-10-29,18,64,64,0
284,37,2024-04-19,15,35,35,0
86,51,2024-12-20,44,48,48,0
450,18,2024-03-22,16,81,81,0
993,46,2024-06-10,27,47,47,0
868,18,2024-04-18,8,96,96,0
171,61,2024-04-22,46,42,42,4
831,95,2024-09-08,25,5,5,20
601,22,2024-09-02,17,80,80,0
795,73,2024-11-15,29,67,67,0
821,71,2024-11-17,8,13,13,0
182,90,2024-03-22,15,29,29,0
660,63,2024-07-30,27,83,83,0
265,17,2024-03-17,46,7,7,39
725,91,2024-06-25,7,53,53,0
343,4,2024-08-27,3,65,65,0
454,82,2024-12-16,29,3,3,26
591,25,2024-08-01,44,73,73,0
230,51,2024-03-08,24,83,83,0
386,67,2024-11-24,3,59,59,0
109,20,2024-02-25,20,52,52,0
203,61,2024-04-26,46,98,98,0
860,53,2024-09-23,15,73,73,0
505,77,2024-06-22,25,91,91,0
420,29,2024-04-18,30,14,14,16
150,29,2024-03-07,14,99,99,0
97,14,2024-08-22,7,0,0,7
476,46,2024-10-04,17,21,21,0
615,59,2024-01-24,44,90,90,0
40,24,2024-04-15,20,92,92,0
784,73,2024-04-03,36,14,14,22
504,40,2024-10-05,9,73,73,0
118,68,2024-02-14,38,83,83,0
483,14,2024-05-11,48,21,21,27
131,24,2024-04-14,22,49,49,0
604,8,2024-09-03,2,47,47,0
828,74,2024-02-19,24,72,72,0
897,42,2024-01-15,8,50,50,0
775,46,2024-05-05,11,95,95,0
650,17,2024-07-03,13,16,16,0
523,98,2024-05-12,17,82,82,0
371,48,2024-05-09,8,90,90,0
44,34,2024-07-17,21,50,50,0
530,99,2024-05-03,18,36,36,0
230,23,2024-07-28,30,97,97,0
803,24,2024-02-05,18,48,48,0
790,32,2024-11-26,46,58,58,0
382,1,2024-08-20,47,9,9,38
590,40,2024-07-26,31,29,29,2
742,16,2024-11-30,38,84,84,0
762,86,2024-03-21,32,20,20,12
697,42,2024-04-08,11,33,33,0
98,20,2024-06-17,45,72,72,0
134,28,2024-12-07,25,97,97,0
478,6,2024-04-10,33,49,49,0
233,27,2024-08-13,38,75,75,0
860,88,2024-05-07,41,46,46,0
284,10,2024-11-12,8,84,84,0
877,40,2024-07-22,11,83,83,0
409,20,2024-03-18,22,5,5,17
190,89,2024-08-10,24,49,49,0
710,99,2024-10-09,41,99,99,0
790,18,2024-02-08,17,62,62,0
578,88,2024-10-02,12,11,11,1
118,22,2024-10-18,46,40,40,6
8,18,2024-01-26,32,30,30,2
655,87,2024-11-16,15,1,1,14
688,56,2024-10-21,16,15,15,1
316,19,2024-10-27,22,0,0,22
363,22,2024-02-23,28,3,3,25
155,37,2024-11-02,20,46,46,0
652,4,2024-01-31,33,64,64,0
254,28,2024-03-09,10,51,51,0
855,37,2024-11-08,40,46,46,0
424,80,2024-10-08,32,98,98,0
366,12,2024-02-07,33,76,76,0
276,91,2024-12-02,2,49,49,0
681,66,2024-10-05,33,44,44,0
755,31,2024-12-17,33,41,41,0
414,28,2024-11-22,41,94,94,0
784,30,2024-06-02,13,83,83,0
483,15,2024-05-10,30,55,55,0
371,8,2024-02-03,33,70,70,0
555,47,2024-10-16,13,56,56,0
254,27,2024-06-15,26,32,32,0
307,58,2024-11-03,22,27,27,0
345,30,2024-02-06,39,43,43,0
706,57,2024-01-12,2,55,55,0
736,48,2024-10-17,38,43,43,0
855,29,2024-08-30,39,83,83,0
660,77,2024-07-08,26,95,95,0
748,9,2024-10-25,46,72,72,0
447,56,2024-03-20,15,33,33,0
700,72,2024-02-04,34,13,13,21
162,18,2024-06-08,42,67,67,0
215,63,2024-12-07,44,28,28,16
401,31,2024-02-21,49,78,78,0
339,24,2024-07-02,40,16,16,24
551,11,2024-01-01,11,82,82,0
698,37,2024-01-21,3,8,8,0
707,17,2024-06-11,6,26,26,0
161,12,2024-10-20,9,48,48,0
965,98,2024-10-04,6,78,78,0
6,41,2024-08-11,9,36,36,0
92,76,2024-07-19,39,27,27,12
146,65,2024-08-27,31,49,49,0
926,18,2024-06-24,32,54,54,0
436,26,2024-11-25,41,3,3,38
65,39,2024-05-10,12,84,84,0
222,18,2024-07-10,8,97,97,0
81,60,2024-01-14,8,18,18,0
38,51,2024-10-13,28,36,36,0
385,45,2024-11-15,20,3,3,17
985,26,2024-10-22,47,36,36,11
614,73,2024-11-17,7,50,50,0
522,33,2024-01-21,11,31,31,0
712,66,2024-12-07,20,44,44,0
598,63,2024-05-29,16,11,11,5
946,53,2024-05-01,4,40,40,0
821,50,2024-12-15,6,55,55,0
641,77,2024-01-29,22,79,79,0
439,57,2024-11-06,26,13,13,13
202,12,2024-08-15,3,53,53,0
657,24,2024-12-14,41,62,62,0
804,1,2024-05-18,42,64,64,0
287,47,2024-02-23,14,57,57,0
34,81,2024-11-16,11,95,95,0
600,27,2024-10-09,18,20,20,0
516,99,2024-12-08,12,3,3,9
232,66,2024-12-23,23,72,72,0
170,80,2024-05-20,12,45,45,0
37,23,2024-10-10,13,85,85,0
240,28,2024-07-28,25,11,11,14
1,89,2024-04-07,45,29,29,16
158,18,2024-09-05,19,93,93,0
997,69,2024-06-06,46,95,95,0
780,24,2024-05-11,36,59,59,0
354,34,2024-12-07,45,99,99,0
396,47,2024-07-25,8,70,70,0
587,89,2024-11-09,29,80,80,0
518,18,2024-01-06,32,64,64,0
737,33,2024-04-20,44,13,13,31
69,20,2024-07-23,18,43,43,0
91,8,2024-05-12,6,25,25,0
285,73,2024-06-20,18,90,90,0
830,10,2024-03-18,19,15,15,4
916,26,2024-05-14,22,6,6,16
349,98,2024-08-08,37,31,31,6
964,91,2024-05-29,32,88,88,0
277,24,2024-08-29,41,94,94,0
607,48,2024-08-14,3,15,15,0
195,64,2024-01-21,28,77,77,0
930,83,2024-06-25,10,88,88,0
575,39,2024-06-23,35,61,61,0
262,17,2024-05-31,29,29,29,0
408,21,2024-02-17,15,70,70,0
107,5,2024-03-09,33,11,11,22
73,82,2024-12-03,7,66,66,0
295,8,2024-01-15,12,90,90,0
948,27,2024-08-12,49,45,45,4
803,42,2024-05-28,30,82,82,0
957,43,2024-02-23,21,42,42,0
877,74,2024-12-26,31,54,54,0
814,60,2024-11-20,24,44,44,0
575,12,2024-05-04,20,59,59,0
695,3,2024-01-13,37,70,70,0
967,81,2024-01-05,4,79,79,0
564,60,2024-02-19,28,31,31,0
770,42,2024-01-14,44,7,7,37
758,75,2024-11-08,20,76,76,0
962,92,2024-04-14,24,61,61,0
459,61,2024-06-23,49,74,74,0
461,89,2024-12-08,32,19,19,13
587,15,2024-07-08,41,17,17,24
28,86,2024-02-28,36,5,5,31
117,7,2024-02-23,34,83,83,0
68,92,2024-02-16,36,95,95,0
634,60,2024-04-24,2,28,28,0
995,71,2024-04-27,15,3,3,12
677,4,2024-08-13,34,70,70,0
230,34,2024-11-18,36,42,42,0
316,43,2024-06-30,6,83,83,0
956,85,2024-11-17,39,33,33,6
517,27,2024-07-03,42,99,99,0
10,9,2024-07-03,12,70,70,0
833,59,2024-08-30,3,32,32,0
249,11,2024-06-25,45,14,14,31
94,91,2024-04-09,18,95,95,0
674,32,2024-12-31,40,85,85,0
822,14,2024-03-26,21,39,39,0
77,100,2024-05-24,15,92,92,0
932,9,2024-06-24,33,88,88,0
477,5,2024-09-10,35,4,4,31
354,91,2024-06-09,26,77,77,0
895,77,2024-11-28,8,49,49,0
270,19,2024-09-04,36,98,98,0
948,99,2024-11-16,48,65,65,0
684,17,2024-11-21,30,88,88,0
910,93,2024-10-26,23,53,53,0
499,63,2024-06-10,42,79,79,0
200,42,2024-10-25,44,45,45,0
736,100,2024-12-08,14,79,79,0
873,87,2024-10-27,14,10,10,4
207,97,2024-07-22,2,48,48,0
203,64,2024-01-15,37,98,98,0
250,12,2024-05-29,5,22,22,0
619,18,2024-11-18,38,54,54,0
156,56,2024-09-16,45,4,4,41
107,89,2024-07-29,41,63,63,0
921,27,2024-07-30,47,34,34,13
676,71,2024-04-01,14,92,92,0
664,55,2024-05-27,39,68,68,0
614,15,2024-05-15,25,53,53,0
765,4,2024-01-13,20,2,2,18
542,47,2024-03-09,2,5,5,0
43,40,2024-12-28,39,86,86,0
483,39,2024-06-25,6,55,55,0
621,61,2024-02-23,17,1,1,16
493,64,2024-03-04,25,81,81,0
986,97,2024-08-22,28,93,93,0
897,51,2024-04-09,2,37,37,0
869,27,2024-11-24,35,55,55,0
491,4,2024-09-27,37,4,4,33
985,7,2024-12-08,5,45,45,0
917,7,2024-12-04,1,10,10,0
281,9,2024-03-21,40,64,64,0
223,84,2024-01-18,12,9,9,3
577,14,2024-02-25,36,40,40,0
55,40,2024-02-21,45,43,43,2
800,65,2024-05-14,23,89,89,0
479,23,2024-03-25,47,32,32,15
541,49,2024-04-24,31,90,90,0
503,25,2024-01-27,11,55,55,0
394,85,2024-07-16,10,11,11,0
687,92,2024-06-22,3,1,1,2
175,7,2024-06-28,14,0,0,14
977,98,2024-12-07,16,64,64,0
699,58,2024-04-17,10,32,32,0
461,17,2024-07-27,29,85,85,0
690,71,2024-07-26,10,75,75,0
12,85,2024-02-14,12,35,35,0
211,74,2024-07-15,30,20,20,10
582,71,2024-05-18,41,83,83,0
326,60,2024-10-04,1,35,35,0
613,46,2024-01-02,5,25,25,0
260,33,2024-07-31,20,46,46,0
549,48,2024-07-11,8,94,94,0
238,44,2024-12-24,43,0,0,43
472,90,2024-11-30,12,37,37,0
614,90,2024-09-30,1,13,13,0
366,71,2024-08-02,20,89,89,0
499,61,2024-03-11,28,45,45,0
211,18,2024-01-08,43,41,41,2
701,23,2024-08-07,37,6,6,31
373,35,2024-04-14,47,54,54,0
855,50,2024-09-22,37,55,55,0
280,58,2024-10-07,12,75,75,0
180,67,2024-01-24,37,62,62,0
132,61,2024-10-31,49,23,23,26
576,54,2024-12-14,49,82,82,0
229,84,2024-05-09,44,72,72,0
100,39,2024-02-17,28,98,98,0
270,44,2024-05-02,47,3,3,44
236,47,2024-09-16,15,41,41,0
433,72,2024-08-07,6,95,95,0
381,10,2024-01-25,44,69,69,0
146,37,2024-03-07,20,27,27,0
960,22,2024-12-18,14,91,91,0
150,28,2024-05-08,2,39,39,0
806,68,2024-02-20,9,50,50,0
177,11,2024-04-27,37,28,28,9
500,1,2024-11-25,20,41,41,0
996,29,2024-10-04,26,68,68,0
850,85,2024-03-11,29,4,4,25
518,57,2024-07-18,1,40,40,0
721,98,2024-09-09,35,60,60,0
786,35,2024-06-19,6,54,54,0
301,81,2024-03-14,37,27,27,10
563,75,2024-09-25,5,40,40,0
568,88,2024-11-14,33,8,8,25
399,54,2024-01-19,49,28,28,21
691,77,2024-03-04,14,77,77,0
61,64,2024-12-18,12,37,37,0
814,62,2024-06-22,42,61,61,0
477,97,2024-12-15,20,53,53,0
630,43,2024-12-17,24,51,51,0
450,2,2024-04-01,43,33,33,10
335,62,2024-11-19,34,36,36,0
361,22,2024-02-11,25,48,48,0
561,31,2024-08-23,29,41,41,0
932,47,2024-11-16,39,13,13,26
258,92,2024-07-02,31,81,81,0
20,2,2024-03-17,47,32,32,15
122,49,2024-05-27,43,97,97,0
868,85,2024-01-15,23,91,91,0
964,80,2024-09-15,44,99,99,0
199,9,2024-08-16,38,86,86,0
576,9,2024-07-05,20,16,16,4
650,30,2024-05-06,23,74,74,0
175,39,2024-09-25,45,31,31,14
781,67,2024-06-06,16,78,78,0
356,38,2024-12-23,42,67,67,0
674,84,2024-03-22,8,38,38,0
488,29,2024-08-18,21,93,93,0
737,11,2024-01-09,1,9,9,0
890,3,2024-07-03,8,86,86,0
382,79,2024-08-14,29,23,23,6
287,86,2024-07-09,32,99,99,0
632,35,2024-03-29,38,57,57,0
145,30,2024-02-20,5,68,68,0
168,51,2024-07-19,47,63,63,0
808,99,2024-08-25,22,18,18,4
338,61,2024-12-07,47,7,7,40
632,24,2024-06-09,34,70,70,0
572,41,2024-11-29,1,39,39,0
849,25,2024-01-03,26,12,12,14
72,16,2024-12-08,43,26,26,17
162,28,2024-01-15,10,81,81,0
229,25,2024-08-04,30,87,87,0
317,78,2024-09-18,18,1,1,17
292,77,2024-06-19,17,15,15,2
268,95,2024-12-13,26,13,13,13
645,34,2024-07-14,8,16,16,0
272,83,2024-07-06,47,59,59,0
445,73,2024-01-05,40,69,69,0
863,42,2024-09-01,49,98,98,0
364,69,2024-09-03,12,16,16,0
587,37,2024-08-22,27,44,44,0
966,78,2024-05-06,8,37,37,0
414,46,2024-11-05,25,63,63,0
184,23,2024-03-26,46,5,5,41
24,88,2024-08-02,4,59,59,0
728,26,2024-11-20,33,48,48,0
663,82,2024-04-10,1,20,20,0
941,80,2024-07-25,19,98,98,0
701,36,2024-06-12,31,22,22,9
81,93,2024-03-14,16,75,75,0
167,16,2024-01-06,14,56,56,0
104,8,2024-04-02,48,63,63,0
64,18,2024-10-19,5,28,28,0
879,34,2024-07-19,41,26,26,15
549,82,2024-05-22,26,5,5,21
27,56,2024-03-15,28,20,20,8
398,30,2024-12-22,2,70,70,0
765,46,2024-04-18,6,40,40,0
84,60,2024-11-02,9,79,79,0
263,65,2024-01-23,33,4,4,29
156,9,2024-12-21,41,14,14,27
655,50,2024-06-15,25,20,20,5
886,33,2024-09-09,48,57,57,0
310,17,2024-02-06,13,3,3,10
248,16,2024-06-14,9,68,68,0
285,49,2024-11-07,13,6,6,7
627,76,2024-04-04,31,34,34,0
132,91,2024-02-14,41,35,35,6
839,63,2024-06-04,11,14,14,0
29,57,2024-11-07,4,91,91,0
664,77,2024-04-27,34,1,1,33
861,100,2024-07-06,38,56,56,0
326,33,2024-08-11,46,4,4,42
477,17,2024-07-05,4,70,70,0
975,79,2024-03-21,38,85,85,0
541,40,2024-08-07,19,94,94,0
273,26,2024-05-29,6,31,31,0
445,88,2024-02-23,34,71,71,0
970,96,2024-01-13,18,40,40,0
698,57,2024-08-16,13,41,41,0
178,6,2024-04-14,41,74,74,0
598,7,2024-08-22,23,64,64,0
632,23,2024-07-09,19,39,39,0
636,52,2024-10-05,45,82,82,0
564,27,2024-05-12,11,37,37,0
524,44,2024-11-05,1,41,41,0
640,6,2024-03-27,24,36,36,0
310,27,2024-11-26,7,55,55,0
348,9,2024-07-13,25,70,70,0
540,58,2024-11-25,21,54,54,0
805,9,2024-03-27,15,88,88,0
442,13,2024-05-26,1,53,53,0
366,15,2024-03-06,12,21,21,0
260,57,2024-01-18,7,26,26,0
304,32,2024-03-26,15,46,46,0
1,89,2024-02-21,21,37,37,0
816,23,2024-10-27,19,38,38,0
848,70,2024-04-22,29,14,14,15
344,35,2024-06-28,25,65,65,0
470,71,2024-01-22,33,60,60,0
9,21,2024-08-30,49,59,59,0
923,95,2024-08-30,32,7,7,25
947,88,2024-02-13,49,43,43,6
478,38,2024-08-11,35,42,42,0
10,25,2024-05-10,44,5,5,39
431,17,2024-02-01,38,83,83,0
293,29,2024-01-20,26,26,26,0
232,8,2024-04-18,11,44,44,0
8,14,2024-05-14,35,22,22,13
374,44,2024-12-09,8,80,80,0
412,17,2024-01-13,46,12,12,34
561,28,2024-01-03,14,67,67,0
395,52,2024-05-08,10,83,83,0
164,15,2024-11-13,2,63,63,0
738,40,2024-08-22,46,24,24,22
390,25,2024-12-16,9,85,85,0
379,27,2024-11-28,3,51,51,0
263,41,2024-08-24,21,47,47,0
423,7,2024-11-15,26,60,60,0
240,60,2024-11-08,8,16,16,0
765,53,2024-03-12,48,39,39,9
910,19,2024-09-06,2,74,74,0
808,15,2024-10-29,6,88,88,0
685,18,2024-02-26,28,68,68,0
285,39,2024-03-29,29,84,84,0
743,35,2024-09-22,26,25,25,1
809,61,2024-12-10,25,79,79,0
413,84,2024-03-16,12,55,55,0
854,66,2024-06-30,5,39,39,0
183,70,2024-11-09,34,84,84,0
290,5,2024-03-26,48,95,95,0
637,11,2024-06-30,37,67,67,0
618,96,2024-11-03,15,7,7,8
273,7,2024-05-29,44,72,72,0
623,9,2024-04-05,36,44,44,0
188,89,2024-09-23,15,16,16,0
20,39,2024-04-10,43,40,40,3
50,100,2024-09-24,48,76,76,0
535,21,2024-02-06,23,8,8,15
186,83,2024-08-18,6,69,69,0
103,81,2024-05-09,46,90,90,0
270,24,2024-10-21,44,23,23,21
716,51,2024-08-11,43,72,72,0
728,38,2024-07-14,45,10,10,35
233,29,2024-08-29,21,34,34,0
151,53,2024-11-05,23,28,28,0
494,31,2024-03-01,43,7,7,36
342,42,2024-03-10,16,16,16,0
312,81,2024-10-29,47,70,70,0
800,43,2024-09-07,15,11,11,4
998,67,2024-12-24,25,78,78,0
464,68,2024-10-29,36,92,92,0
792,64,2024-01-19,11,49,49,0
331,92,2024-09-17,15,23,23,0
844,9,2024-08-07,4,36,36,0
952,48,2024-09-05,21,77,77,0
57,56,2024-09-03,13,10,10,3
776,5,2024-05-27,22,98,98,0
72,16,2024-11-22,19,80,80,0
471,91,2024-01-30,34,58,58,0
193,4,2024-02-01,14,54,54,0
842,25,2024-11-27,4,26,26,0
818,42,2024-11-10,48,66,66,0
829,73,2024-09-23,46,59,59,0
122,73,2024-05-07,27,1,1,26
769,42,2024-12-29,29,67,67,0
249,94,2024-12-29,47,17,17,30
772,79,2024-10-22,28,19,19,9
443,46,2024-10-22,35,84,84,0
738,86,2024-01-21,8,62,62,0
34,35,2024-06-16,16,77,77,0
461,96,2024-05-31,42,71,71,0
771,38,2024-06-19,36,1,1,35
522,36,2024-06-27,30,89,89,0
983,30,2024-12-11,18,82,82,0
473,62,2024-03-02,2,41,41,0
682,6,2024-09-09,49,27,27,22
313,26,2024-07-06,13,28,28,0
324,97,2024-04-01,4,68,68,0
630,12,2024-02-18,26,27,27,0
43,34,2024-04-10,25,59,59,0
938,87,2024-05-16,30,89,89,0
521,26,2024-02-20,11,4,4,7
254,36,2024-02-23,7,14,14,0
639,74,2024-09-25,31,72,72,0
199,12,2024-09-01,44,31,31,13
888,91,2024-02-01,10,51,51,0
864,14,2024-06-23,39,89,89,0
218,63,2024-07-01,13,36,36,0
113,58,2024-02-10,31,14,14,17
633,38,2024-05-22,7,40,40,0
325,24,2024-10-19,49,3,3,46
168,5,2024-09-23,42,52,52,0
277,62,2024-12-14,42,99,99,0
120,76,2024-06-22,36,83,83,0
790,20,2024-05-12,20,26,26,0
9,25,2024-06-07,4,20,20,0
42,66,2024-06-09,7,59,59,0
784,88,2024-01-08,1,85,85,0
476,21,2024-06-04,44,63,63,0
597,68,2024-01-25,45,70,70,0
372,99,2024-04-03,42,46,46,0
90,32,2024-02-14,47,53,53,0
158,66,2024-03-20,13,30,30,0
92,32,2024-04-24,22,16,16,6
619,75,2024-09-05,21,49,49,0
931,3,2024-01-24,22,6,6,16
997,3,2024-03-09,28,82,82,0
626,38,2024-11-27,9,27,27,0
60,2,2024-05-18,26,9,9,17
645,14,2024-02-14,9,26,26,0
702,80,2024-11-07,15,12,12,3
792,2,2024-11-16,10,65,65,0
126,45,2024-12-25,24,85,85,0
233,72,2024-09-30,42,83,83,0
982,32,2024-05-22,8,59,59,0
789,100,2024-04-13,24,42,42,0
757,75,2024-05-03,16,68,68,0
806,30,2024-07-03,49,62,62,0
439,82,2024-01-03,26,69,69,0
193,48,2024-09-06,27,98,98,0
690,16,2024-04-03,37,64,64,0
359,94,2024-01-24,4,98,98,0
135,91,2024-02-16,24,66,66,0
899,43,2024-04-08,19,53,53,0
486,29,2024-05-11,36,35,35,1
438,99,2024-05-17,39,70,70,0
295,74,2024-12-27,10,92,92,0
698,26,2024-04-22,25,14,14,11
190,14,2024-05-29,18,74,74,0
187,70,2024-03-31,19,17,17,2
348,84,2024-06-19,36,3,3,33
733,58,2024-08-16,10,87,87,0
276,25,2024-03-20,33,10,10,23
832,18,2024-07-06,5,5,5,0
915,29,2024-06-21,47,50,50,0
555,44,2024-10-23,49,57,57,0
69,33,2024-10-27,35,59,59,0
156,48,2024-10-21,44,17,17,27
296,17,2024-03-07,34,78,78,0
264,17,2024-03-22,33,66,66,0
368,4,2024-10-02,21,16,16,5
1,23,2024-11-03,17,96,96,0
639,80,2024-09-17,22,33,33,0
380,96,2024-12-22,48,29,29,19
186,51,2024-06-09,37,18,18,19
19,21,2024-01-09,15,8,8,7
857,47,2024-07-20,35,39,39,0
777,12,2024-10-27,28,43,43,0
239,38,2024-03-15,7,94,94,0
722,19,2024-04-19,32,58,58,0
659,27,2024-02-23,11,90,90,0
539,99,2024-09-10,10,24,24,0
388,56,2024-01-25,9,70,70,0
525,90,2024-01-22,14,52,52,0
498,60,2024-03-11,13,47,47,0
552,90,2024-09-16,25,70,70,0
614,72,2024-07-02,2,83,83,0
323,96,2024-11-08,35,52,52,0
641,31,2024-09-05,7,48,48,0
111,61,2024-02-14,21,42,42,0
524,96,2024-05-16,18,99,99,0
67,39,2024-10-05,3,18,18,0
836,73,2024-05-08,42,65,65,0
130,63,2024-02-19,39,33,33,6
874,7,2024-07-23,41,80,80,0
